game_id,period,game_event_id,possession_event_id,player_id,shirt_number,possession_event_type,position_group_type,team_id,home_team,touches,duration,ball_visibility,ball_x_start,ball_y_start,ball_z,start_frame,end_frame,formatted_game_clock,frame_num,ball_x_end,ball_y_end,shooterPlayer,shooterPlayerName,blockerPlayer,clearerPlayer,saverPlayer,shotBodyType,shotNatureType,shotOutcomeType,shotInitialHeightType,team_id_player_61,shirt_number_player_61,visibility_player_61,confidence_player_61,x_player_61,y_player_61,vx_player_61,vy_player_61,vtot_player_61,ax_player_61,ay_player_61,atot_player_61
4464,1,4705720,4528488.0,1831.0,17.0,SH,CF,20.0,False,1.0,0.0,VISIBLE,39.714,-8.864,0.01,8849,8849,05:40,8849.0,39.714,-8.864,1831,Gonçalo Guedes,65,,,R,P,B,BOTTOMTHIRD,17.0,1,VISIBLE,HIGH,50.46,-3.367,0.8100000000000307,-0.9300000000000042,1.2332882874656914,-1.799999999995805,-3.9968028886505635e-13,1.799999999995805
4464,1,4705728,4528493.0,240.0,8.0,SH,CM,20.0,False,1.0,0.0,VISIBLE,27.855,7.675,0.46,9789,9789,06:18,9789.0,27.855,7.675,240,Rúben Neves,,,61,R,P,S,MIDDLETHIRD,17.0,1,VISIBLE,HIGH,51.393,0.393,-0.1199999999999335,0.8400000000000007,0.8485281374238484,6.394884621840902e-12,0.9000000000000508,0.9000000000000508
4464,1,4705926,4528705.0,1831.0,17.0,SH,CF,20.0,False,6.0,3.9210000000000003,VISIBLE,12.704,20.198,0.2,15321,15419,10:03,15321.0,28.342,12.174,1831,Gonçalo Guedes,,,,R,A,O,BOTTOMTHIRD,17.0,1,ESTIMATED,LOW,39.22,2.588,0.7499999999999574,-0.2699999999999969,0.7971198153351442,1.799999999995805,-0.8999999999999009,2.012461179746014
4464,1,4706245,4529037.0,240.0,8.0,SH,CM,20.0,False,2.0,0.76,VISIBLE,28.979,-3.6109999999999998,0.17,30193,30212,19:55,30193.0,29.948,-4.081,240,Rúben Neves,,,,R,A,O,MIDDLETHIRD,17.0,1,VISIBLE,HIGH,50.757,-1.623,0.2099999999999369,0.44999999999999707,0.4965883607173761,1.799999999995805,-1.8000000000002014,2.545584412268747
4464,1,4706641,4529424.0,8079.0,27.0,SH,CM,20.0,False,1.0,0.0,ESTIMATED,35.999,-6.42,4.54,47558,47558,31:29,47558.0,35.999,-6.42,8079,Matheus Nunes,,,,HE,F,O,BOTTOMTHIRD,17.0,1,VISIBLE,HIGH,49.188,-0.863,1.950000000000145,0.0,1.950000000000145,0.9000000000042974,-0.9000000000000008,1.2727922061388248
4464,1,4706738,4529518.0,251.0,7.0,SH,RWB,20.0,False,7.0,3.722,VISIBLE,26.496,-28.114,0.0,50038,50131,33:12,50038.0,31.452,-15.54,251,Pedro Neto,7584,,,L,P,B,BOTTOMTHIRD,17.0,1,VISIBLE,HIGH,48.704,-1.336,3.090000000000046,-0.3900000000000037,3.114514408378983,-3.599999999998005,0.8999999999999009,3.7107950630539346
4464,1,4706746,4529527.0,248.0,10.0,SH,CF,20.0,False,1.0,0.0,ESTIMATED,38.566,-0.34900000000000003,1.6,50178,50178,33:14,50178.0,38.566,-0.34900000000000003,248,Daniel Podence,,,,R,P,O,BOTTOMTHIRD,17.0,1,VISIBLE,HIGH,50.891,-0.153,0.18000000000000682,1.2600000000000002,1.2727922061357868,0.0,-1.8000000000000016,1.8000000000000016
4464,1,4707000,4529769.0,1831.0,17.0,SH,CF,20.0,False,1.0,0.0,VISIBLE,26.14,-3.692,0.0,57507,57507,38:07,57507.0,26.14,-3.692,1831,Gonçalo Guedes,,,61,R,A,S,G,17.0,1,ESTIMATED,LOW,44.992,-1.597,3.4799999999999898,1.020000000000001,3.6264031767027687,0.9000000000042974,-1.8000000000000016,2.012461179751734
4464,1,4707815,4530569.0,8079.0,27.0,SH,CM,20.0,False,1.0,0.0,ESTIMATED,39.919,-5.374,1.35,62713,62713,41:35,62713.0,39.919,-5.374,,,,,,,,,,17.0,1,ESTIMATED,LOW,49.71,-0.756,0.33000000000008356,-0.4500000000000004,0.558032257132198,-0.8999999999979025,0.0,0.8999999999979025
4464,1,4708358,4531094.0,1831.0,17.0,SH,CF,20.0,False,1.0,0.0,VISIBLE,33.636,3.5949999999999998,0.0,68125,68125,45:12,68125.0,33.636,3.5949999999999998,1831,Gonçalo Guedes,,,,R,A,O,BOTTOMTHIRD,17.0,1,VISIBLE,HIGH,50.761,-2.976,0.030000000000143245,0.5700000000000038,0.5707889277132248,-0.8999999999915076,1.8000000000002014,2.0124611797461927
4464,1,4708490,4531230.0,8079.0,27.0,SH,CM,20.0,False,1.0,0.0,VISIBLE,36.107,-10.899000000000001,0.08,70912,70912,47:04,70912.0,36.107,-10.899000000000001,8079,Matheus Nunes,71,,,R,P,B,BOTTOMTHIRD,17.0,1,VISIBLE,HIGH,51.192,-5.095,-0.33000000000008356,1.0800000000000143,1.1292918134831607,-0.9000000000042974,0.9000000000003006,1.2727922061390367
4464,1,4708515,4531259.0,234.0,23.0,SH,LCB,20.0,False,1.0,0.0,ESTIMATED,39.906,2.17,1.3599999999999999,71853,71853,47:41,71853.0,39.906,2.17,,,,,,,,,,17.0,1,VISIBLE,HIGH,50.875,-0.867,1.2600000000000477,1.5300000000000014,1.982044399099103,0.0,-0.8999999999999009,0.8999999999999009
